household_id,login_frequency_monthly,mobile_app_sessions,customer_service_calls_30d
HH_04983,10,5,1
HH_04984,9,4,0
HH_04985,8,4,0
HH_04986,11,1,1
HH_04987,7,1,1
HH_04988,8,5,1
HH_04989,15,5,0
HH_04990,9,6,0
HH_04991,9,5,0
HH_04992,12,5,2
HH_04993,8,6,1
HH_04994,20,7,0
HH_04995,20,2,1
HH_04996,10,7,0
HH_04997,7,4,2
HH_04998,11,5,1
HH_04999,10,7,1
HH_05000,5,7,1
HH_05001,13,6,1
HH_05002,10,4,1
HH_05003,7,6,2
HH_05004,17,7,0
HH_05005,16,2,1
HH_05006,11,4,1
HH_05007,11,6,0
HH_05008,6,8,0
HH_05009,20,5,2
HH_05010,15,2,0
HH_05011,8,2,1
HH_05012,14,3,0
HH_05013,13,6,2
HH_05014,12,6,1
HH_05015,16,9,1
HH_05016,15,2,2
HH_05017,14,7,1
HH_05018,6,7,2
HH_05019,13,6,0
HH_05020,15,2,0
HH_05021,11,5,1
HH_05022,9,5,0
HH_05023,13,9,1
HH_05024,21,4,1
HH_05025,4,6,1
HH_05026,13,3,0
HH_05027,20,7,1
HH_05028,18,6,2
HH_05029,17,5,1
HH_05030,9,4,2
HH_05031,17,8,4
HH_05032,20,7,0
HH_05033,7,4,2
HH_05034,7,13,0
HH_05035,11,2,0
HH_05036,8,6,1
HH_05037,13,13,1
HH_05038,9,4,1
HH_05039,13,7,0
HH_05040,10,5,2
HH_05041,9,5,1
HH_05042,7,8,1
HH_05043,9,7,0
HH_05044,17,6,2
HH_05045,13,5,2
HH_05046,8,8,1
HH_05047,12,1,1
HH_05048,14,6,4
HH_05049,14,6,1
HH_05050,13,11,2
HH_05051,18,8,1
HH_05052,6,2,0
HH_05053,15,3,0
HH_05054,10,7,2
HH_05055,15,3,0
HH_05056,6,6,2
HH_05057,21,8,0
HH_05058,13,3,2
HH_05059,13,2,4
HH_05060,17,3,1
HH_05061,7,3,3
HH_05062,15,5,0
HH_05063,13,7,2
HH_05064,12,8,1
HH_05065,13,3,0
HH_05066,13,4,1
HH_05067,6,4,2
HH_05068,14,5,1
HH_05069,13,5,0
HH_05070,11,6,0
HH_05071,9,8,1
HH_05072,16,5,0
HH_05073,8,6,0
HH_05074,15,9,1
HH_05075,8,7,2
HH_05076,17,6,0
HH_05077,12,9,2
HH_05078,12,5,0
HH_05079,10,2,0
HH_05080,8,1,0
HH_05081,8,4,1
HH_05082,11,5,1
HH_05083,11,5,1
HH_05084,6,2,0
HH_05085,10,9,1
HH_05086,21,9,1
HH_05087,11,9,1
HH_05088,8,1,2
HH_05089,11,7,0
HH_05090,12,6,1
HH_05091,12,4,0
HH_05092,11,2,0
HH_05093,17,5,2
HH_05094,16,3,1
HH_05095,9,2,1
HH_05096,14,5,0
HH_05097,14,9,2
HH_05098,9,4,4
HH_05099,14,1,1
HH_05100,14,4,1
HH_05101,19,5,0
HH_05102,17,5,3
HH_05103,16,6,1
HH_05104,14,4,0
HH_05105,6,5,1
HH_05106,12,9,0
HH_05107,10,4,2
HH_05108,10,4,2
HH_05109,13,6,2
HH_05110,11,5,2
HH_05111,11,4,1
HH_05112,10,1,1
HH_05113,12,3,2
HH_05114,11,4,0
HH_05115,17,3,1
HH_05116,17,2,2
HH_05117,14,8,2
HH_05118,10,7,0
HH_05119,7,7,4
HH_05120,22,7,1
HH_05121,17,3,3
HH_05122,5,5,1
HH_05123,14,2,0
HH_05124,13,2,1
HH_05125,11,6,2
HH_05126,6,6,1
HH_05127,10,5,0
HH_05128,10,4,0
HH_05129,7,1,1
HH_05130,15,3,0
HH_05131,10,5,0
HH_05132,14,4,0
HH_05133,13,7,1
HH_05134,12,7,0
HH_05135,22,4,2
HH_05136,15,4,0
HH_05137,14,6,2
HH_05138,14,6,1
HH_05139,10,5,1
HH_05140,10,6,0
HH_05141,15,5,2
HH_05142,13,3,0
HH_05143,8,4,2
HH_05144,8,3,0
HH_05145,12,4,1
HH_05146,14,4,0
HH_05147,12,3,1
HH_05148,10,7,1
HH_05149,13,2,0
HH_05150,9,5,0
HH_05151,16,5,2
HH_05152,6,1,0
HH_05153,11,2,3
HH_05154,12,10,0
HH_05155,12,5,0
HH_05156,17,6,3
HH_05157,13,9,1
HH_05158,13,6,3
HH_05159,15,4,5
HH_05160,15,5,1
HH_05161,11,6,3
HH_05162,11,7,0
HH_05163,11,2,1
HH_05164,16,2,0
HH_05165,14,4,0
HH_05166,9,7,1
HH_05167,7,6,2
HH_05168,16,4,2
HH_05169,11,5,1
HH_05170,18,6,0
HH_05171,21,4,0
HH_05172,11,6,1
HH_05173,8,4,1
HH_05174,14,3,1
HH_05175,10,4,1
HH_05176,13,9,2
HH_05177,11,6,0
HH_05178,13,4,1
HH_05179,6,4,1
HH_05180,10,5,0
HH_05181,10,7,0
HH_05182,9,5,1
HH_05183,13,5,1
HH_05184,8,3,2
HH_05185,18,9,1
HH_05186,10,4,0
HH_05187,5,6,0
HH_05188,16,5,2
HH_05189,14,2,2
HH_05190,16,5,4
HH_05191,12,4,1
HH_05192,11,6,1
HH_05193,12,5,0
HH_05194,11,4,1
HH_05195,8,4,1
HH_05196,13,7,1
HH_05197,16,8,2
HH_05198,15,12,0
HH_05199,8,9,0
HH_05200,6,4,1
HH_05201,16,5,1
HH_05202,15,5,0
HH_05203,11,5,2
HH_05204,12,3,0
HH_05205,17,5,1
HH_05206,12,4,0
HH_05207,12,6,1
HH_05208,12,8,2
HH_05209,13,1,0
HH_05210,6,5,0
HH_05211,13,3,0
HH_05212,9,4,0
HH_05213,10,7,1
HH_05214,15,3,1
HH_05215,18,3,1
HH_05216,13,2,1
HH_05217,17,2,2
HH_05218,7,2,0
HH_05219,11,7,2
HH_05220,10,5,0
HH_05221,7,5,0
HH_05222,11,5,3
HH_05223,9,9,0
HH_05224,12,2,2
HH_05225,9,1,1
HH_05226,7,4,1
HH_05227,11,8,1
HH_05228,12,7,0
HH_05229,15,4,0
HH_05230,15,5,0
HH_05231,11,4,0
HH_05232,12,5,2
HH_05233,13,6,2
HH_05234,10,2,0
HH_05235,15,4,2
HH_05236,13,5,0
HH_05237,11,7,1
HH_05238,9,5,0
HH_05239,11,3,3
HH_05240,11,4,1
HH_05241,12,3,0
HH_05242,16,6,2
HH_05243,11,3,2
HH_05244,14,4,0
HH_05245,12,6,2
HH_05246,7,5,2
HH_05247,7,4,1
HH_05248,5,5,1
HH_05249,13,3,1
HH_05250,9,3,1
HH_05251,4,7,3
HH_05252,14,9,0
HH_05253,11,6,2
HH_05254,12,4,1
HH_05255,10,9,0
HH_05256,13,5,1
HH_05257,11,5,1
HH_05258,17,5,0
HH_05259,17,5,0
HH_05260,13,7,2
HH_05261,10,7,1
HH_05262,12,2,1
HH_05263,8,1,2
HH_05264,15,7,1
HH_05265,10,3,1
HH_05266,7,5,1
HH_05267,12,3,1
HH_05268,13,4,3
HH_05269,13,5,1
HH_05270,8,5,0
HH_05271,10,9,2
HH_05272,13,3,0
HH_05273,12,5,1
HH_05274,12,4,0
HH_05275,7,4,2
HH_05276,14,10,0
HH_05277,14,2,1
HH_05278,8,1,1
HH_05279,14,6,0
HH_05280,6,1,5
HH_05281,12,9,0
HH_05282,10,3,2
HH_05283,14,6,2
HH_05284,15,8,1
HH_05285,8,2,0
HH_05286,18,5,1
HH_05287,12,3,0
HH_05288,15,3,1
HH_05289,7,6,2
HH_05290,7,5,0
HH_05291,13,8,0
HH_05292,7,4,1
HH_05293,16,8,2
HH_05294,17,6,0
HH_05295,14,6,1
HH_05296,18,5,2
HH_05297,12,3,0
HH_05298,12,4,1
HH_05299,7,7,0
HH_05300,13,6,0
HH_05301,13,2,2
HH_05302,9,5,1
HH_05303,8,4,0
HH_05304,17,6,2
HH_05305,9,2,0
HH_05306,9,4,2
HH_05307,13,3,1
HH_05308,17,8,3
HH_05309,15,5,1
HH_05310,15,10,0
HH_05311,7,4,2
HH_05312,7,4,1
HH_05313,13,5,1
HH_05314,10,5,0
HH_05315,15,2,1
HH_05316,11,6,1
HH_05317,16,0,2
HH_05318,11,4,1
HH_05319,13,5,1
HH_05320,14,6,0
HH_05321,17,5,0
HH_05322,16,4,4
HH_05323,10,5,1
HH_05324,13,4,2
HH_05325,13,4,1
HH_05326,19,5,0
HH_05327,14,11,0
HH_05328,17,9,2
HH_05329,14,6,3
HH_05330,11,6,2
HH_05331,14,4,3
HH_05332,10,2,0
HH_05333,10,4,0
HH_05334,10,6,0
HH_05335,19,4,2
HH_05336,12,7,0
HH_05337,17,7,2
HH_05338,9,5,1
HH_05339,13,3,1
HH_05340,13,4,1
HH_05341,6,6,0
HH_05342,13,9,0
HH_05343,17,5,2
HH_05344,13,3,1
HH_05345,11,6,1
HH_05346,16,5,3
HH_05347,11,6,0
HH_05348,14,4,0
HH_05349,8,5,0
HH_05350,10,7,0
HH_05351,10,1,0
HH_05352,16,2,0
HH_05353,8,3,1
HH_05354,17,4,0
HH_05355,16,3,0
HH_05356,11,5,1
HH_05357,11,4,1
HH_05358,16,3,0
HH_05359,15,2,0
HH_05360,15,7,1
HH_05361,15,1,0
HH_05362,4,2,1
HH_05363,11,4,1
HH_05364,15,2,1
HH_05365,8,4,0
HH_05366,16,3,0
HH_05367,10,6,2
HH_05368,16,5,1
HH_05369,12,11,2
HH_05370,19,5,1
HH_05371,13,3,1
HH_05372,10,4,0
HH_05373,12,6,1
HH_05374,14,6,0
HH_05375,13,3,1
HH_05376,17,4,1
HH_05377,14,3,0
HH_05378,16,0,1
HH_05379,16,5,1
HH_05380,13,5,0
HH_05381,14,7,0
HH_05382,15,12,0
HH_05383,11,3,0
HH_05384,23,5,1
HH_05385,16,4,0
HH_05386,21,5,2
HH_05387,16,5,1
HH_05388,14,6,1
HH_05389,11,6,0
HH_05390,11,8,0
HH_05391,16,4,1
HH_05392,15,4,1
HH_05393,16,1,0
HH_05394,14,8,1
HH_05395,9,6,0
HH_05396,17,3,1
HH_05397,12,5,0
HH_05398,5,2,0
HH_05399,14,2,1
HH_05400,10,7,0
HH_05401,16,3,1
HH_05402,12,3,1
HH_05403,11,4,1
HH_05404,16,3,0
HH_05405,18,3,1
HH_05406,16,12,1
HH_05407,8,6,0
HH_05408,9,8,3
HH_05409,10,7,1
HH_05410,12,5,3
HH_05411,9,7,0
HH_05412,15,5,0
HH_05413,9,1,4
HH_05414,13,5,2
HH_05415,15,0,1
HH_05416,18,5,1
HH_05417,9,3,2
HH_05418,10,4,0
HH_05419,9,6,0
HH_05420,12,9,0
HH_05421,11,1,0
HH_05422,13,5,0
HH_05423,13,5,3
HH_05424,24,2,1
HH_05425,11,5,0
HH_05426,22,5,0
HH_05427,10,7,1
HH_05428,15,4,0
HH_05429,12,7,1
HH_05430,10,4,1
HH_05431,14,6,1
HH_05432,14,3,0
HH_05433,12,3,2
HH_05434,15,1,1
HH_05435,5,8,1
HH_05436,16,2,1
HH_05437,12,7,2
HH_05438,8,4,1
HH_05439,9,6,3
HH_05440,16,6,0
HH_05441,11,3,0
HH_05442,13,5,1
HH_05443,15,8,0
HH_05444,14,8,1
HH_05445,13,6,1
HH_05446,14,5,0
HH_05447,14,2,1
HH_05448,19,6,2
HH_05449,10,12,0
HH_05450,13,6,2
HH_05451,11,6,1
HH_05452,14,3,2
HH_05453,19,3,1
HH_05454,13,4,0
HH_05455,13,6,4
HH_05456,21,6,0
HH_05457,14,2,1
HH_05458,18,8,0
HH_05459,10,5,1
HH_05460,16,7,2
HH_05461,12,6,1
HH_05462,15,4,1
HH_05463,11,8,1
HH_05464,9,3,0
HH_05465,14,5,0
HH_05466,20,7,0
HH_05467,7,9,1
HH_05468,20,5,2
HH_05469,10,1,0
HH_05470,9,0,1
HH_05471,11,5,1
HH_05472,9,6,1
HH_05473,13,9,0
HH_05474,15,13,2
HH_05475,20,4,3
HH_05476,20,2,1
HH_05477,14,7,0
HH_05478,14,6,1
HH_05479,11,6,0
HH_05480,12,6,1
HH_05481,11,4,0
HH_05482,10,3,0
HH_05483,14,2,0
HH_05484,11,3,2
HH_05485,9,3,1
HH_05486,8,6,1
HH_05487,12,11,0
HH_05488,11,6,0
HH_05489,10,15,2
HH_05490,16,4,1
HH_05491,10,6,1
HH_05492,13,7,0
HH_05493,11,5,1
HH_05494,8,6,1
HH_05495,8,4,0
HH_05496,16,3,0
HH_05497,8,7,0
HH_05498,16,4,1
HH_05499,12,2,0
HH_05500,12,7,0
HH_05501,12,7,0
HH_05502,8,8,1
HH_05503,14,6,0
HH_05504,8,8,0
HH_05505,15,6,0
HH_05506,17,11,0
HH_05507,20,5,3
HH_05508,7,6,0
HH_05509,11,3,0
HH_05510,14,2,0
HH_05511,15,5,1
HH_05512,8,4,1
HH_05513,6,2,1
HH_05514,7,9,1
HH_05515,15,4,1
HH_05516,10,6,0
HH_05517,16,7,0
HH_05518,14,8,2
HH_05519,10,5,2
HH_05520,13,5,1
HH_05521,9,8,0
HH_05522,12,6,1
HH_05523,11,3,0
HH_05524,11,5,3
HH_05525,12,3,0
HH_05526,9,7,0
HH_05527,12,7,0
HH_05528,14,5,0
HH_05529,9,4,1
HH_05530,15,6,2
HH_05531,18,7,0
HH_05532,5,3,0
HH_05533,10,7,1
HH_05534,16,5,0
HH_05535,9,2,0
HH_05536,10,6,0
HH_05537,13,5,2
HH_05538,13,6,1
HH_05539,8,10,0
HH_05540,13,7,1
HH_05541,12,6,1
HH_05542,15,6,0
HH_05543,19,4,1
HH_05544,11,2,3
HH_05545,14,7,0
HH_05546,18,4,1
HH_05547,9,7,2
HH_05548,10,3,2
HH_05549,13,1,0
HH_05550,11,8,1
HH_05551,13,3,2
HH_05552,10,5,0
HH_05553,12,6,4
HH_05554,16,3,3
HH_05555,12,7,2
HH_05556,9,9,3
HH_05557,9,7,1
HH_05558,7,10,1
HH_05559,12,8,1
HH_05560,11,4,0
HH_05561,8,1,3
HH_05562,10,3,2
HH_05563,14,4,1
HH_05564,13,3,0
HH_05565,6,7,1
HH_05566,8,3,1
HH_05567,3,5,2
HH_05568,12,2,1
HH_05569,12,2,0
HH_05570,16,7,0
HH_05571,13,6,0
HH_05572,8,6,2
HH_05573,5,6,2
HH_05574,14,8,1
HH_05575,12,3,0
HH_05576,6,8,1
HH_05577,17,3,3
HH_05578,18,5,2
HH_05579,12,6,0
HH_05580,12,5,2
HH_05581,13,4,0
HH_05582,13,5,1
HH_05583,17,5,2
HH_05584,14,5,1
HH_05585,5,2,1
HH_05586,15,5,0
HH_05587,13,1,1
HH_05588,9,3,0
HH_05589,10,9,0
HH_05590,12,4,0
HH_05591,13,3,1
HH_05592,14,4,2
HH_05593,13,3,2
HH_05594,9,6,1
HH_05595,9,10,0
HH_05596,15,9,3
HH_05597,8,5,2
HH_05598,17,5,1
HH_05599,9,6,2
HH_05600,11,2,0
HH_05601,14,6,1
HH_05602,7,8,0
HH_05603,16,6,1
HH_05604,9,5,3
HH_05605,14,6,0
HH_05606,10,6,2
HH_05607,9,1,0
HH_05608,9,3,3
HH_05609,12,10,1
HH_05610,13,4,2
HH_05611,13,5,0
HH_05612,9,8,0
HH_05613,12,3,0
HH_05614,11,4,1
HH_05615,11,3,2
HH_05616,8,4,3
HH_05617,12,3,1
HH_05618,13,6,0
HH_05619,6,2,1
HH_05620,10,3,2
HH_05621,9,2,0
HH_05622,6,4,0
HH_05623,14,3,1
HH_05624,15,7,2
HH_05625,13,7,2
HH_05626,22,6,3
HH_05627,17,4,0
HH_05628,12,5,1
HH_05629,13,5,1
HH_05630,7,6,0
HH_05631,13,5,1
HH_05632,9,1,0
HH_05633,19,6,0
HH_05634,11,3,0
HH_05635,12,5,2
HH_05636,5,4,1
HH_05637,11,4,1
HH_05638,11,1,3
HH_05639,16,9,3
HH_05640,13,3,0
HH_05641,7,5,1
HH_05642,14,6,1
HH_05643,6,5,0
HH_05644,16,9,0
HH_05645,6,2,0
HH_05646,14,5,0
HH_05647,9,4,2
HH_05648,11,2,1
HH_05649,11,7,2
HH_05650,13,3,1
HH_05651,5,5,1
HH_05652,26,5,0
HH_05653,13,2,0
HH_05654,16,4,0
HH_05655,12,5,1
HH_05656,9,7,0
HH_05657,8,4,1
HH_05658,12,2,0
HH_05659,12,1,1
HH_05660,9,1,1
HH_05661,12,6,0
HH_05662,9,6,3
HH_05663,17,8,0
HH_05664,14,4,3
HH_05665,8,5,1
HH_05666,12,3,0
HH_05667,8,4,1
HH_05668,11,3,1
HH_05669,12,2,3
HH_05670,19,5,0
HH_05671,11,8,1
HH_05672,9,7,0
HH_05673,8,8,2
HH_05674,8,9,1
HH_05675,13,2,1
HH_05676,9,6,0
HH_05677,7,5,1
HH_05678,13,5,0
HH_05679,10,5,1
HH_05680,13,4,3
HH_05681,14,9,0
HH_05682,8,5,0
HH_05683,10,4,0
HH_05684,15,7,0
HH_05685,11,3,1
HH_05686,13,4,0
HH_05687,9,7,0
HH_05688,11,5,0
HH_05689,16,7,0
HH_05690,7,8,2
HH_05691,13,4,2
HH_05692,13,7,0
HH_05693,12,4,3
HH_05694,8,6,0
HH_05695,12,6,2
HH_05696,14,2,1
HH_05697,16,5,0
HH_05698,14,7,0
HH_05699,15,3,2
HH_05700,9,7,1
HH_05701,13,3,0
HH_05702,6,3,0
HH_05703,12,9,1
HH_05704,15,6,0
HH_05705,12,4,0
HH_05706,10,5,0
HH_05707,10,6,0
HH_05708,8,6,2
HH_05709,15,4,0
HH_05710,16,4,1
HH_05711,16,3,1
HH_05712,15,6,3
HH_05713,10,6,1
HH_05714,15,3,0
HH_05715,7,3,1
HH_05716,12,8,1
HH_05717,4,3,0
HH_05718,13,0,1
HH_05719,17,4,0
HH_05720,11,6,0
HH_05721,14,7,3
HH_05722,13,8,1
HH_05723,13,4,1
HH_05724,12,4,2
HH_05725,9,5,3
HH_05726,11,4,1
HH_05727,17,8,0
HH_05728,11,6,1
HH_05729,7,4,0
HH_05730,14,4,1
HH_05731,17,6,2
HH_05732,19,9,1
HH_05733,13,4,2
HH_05734,15,4,2
HH_05735,8,5,0
HH_05736,12,3,1
HH_05737,12,3,0
HH_05738,4,8,1
HH_05739,8,3,0
HH_05740,13,2,1
HH_05741,11,4,0
HH_05742,13,7,0
HH_05743,19,7,1
HH_05744,12,3,2
HH_05745,9,6,1
HH_05746,13,4,0
HH_05747,12,3,1
HH_05748,10,3,0
HH_05749,13,6,2
HH_05750,15,6,0
HH_05751,10,5,1
HH_05752,6,5,1
HH_05753,15,5,0
HH_05754,11,4,1
HH_05755,10,4,2
HH_05756,10,9,0
HH_05757,11,10,0
HH_05758,11,3,0
HH_05759,15,4,2
HH_05760,15,4,3
HH_05761,14,4,2
HH_05762,21,8,1
HH_05763,14,2,0
HH_05764,17,12,0
HH_05765,8,5,0
HH_05766,20,4,0
HH_05767,11,5,0
HH_05768,9,4,0
HH_05769,9,8,1
HH_05770,11,4,1
HH_05771,16,6,1
HH_05772,12,6,3
HH_05773,14,7,4
HH_05774,10,5,1
HH_05775,9,1,2
HH_05776,12,6,4
HH_05777,13,5,1
HH_05778,17,5,1
HH_05779,8,7,2
HH_05780,7,4,0
HH_05781,11,9,0
HH_05782,10,5,0
HH_05783,9,5,0
HH_05784,11,5,0
HH_05785,10,4,2
HH_05786,6,2,1
HH_05787,13,6,0
HH_05788,9,2,0
HH_05789,11,6,2
HH_05790,9,1,3
HH_05791,16,4,0
HH_05792,13,4,2
HH_05793,15,7,1
HH_05794,9,8,0
HH_05795,9,6,2
HH_05796,13,7,2
HH_05797,16,7,1
HH_05798,13,3,1
HH_05799,11,5,0
HH_05800,15,7,0
HH_05801,14,5,0
HH_05802,13,8,0
HH_05803,9,5,1
HH_05804,13,4,4
HH_05805,12,0,1
HH_05806,12,7,0
HH_05807,16,7,0
HH_05808,9,3,0
HH_05809,10,3,0
HH_05810,14,4,0
HH_05811,18,6,1
HH_05812,10,5,2
HH_05813,13,4,0
HH_05814,13,6,0
HH_05815,11,6,0
HH_05816,13,7,2
HH_05817,13,3,0
HH_05818,5,6,0
HH_05819,16,2,1
HH_05820,17,5,2
HH_05821,13,3,0
HH_05822,9,2,1
HH_05823,13,6,1
HH_05824,6,4,0
HH_05825,9,5,4
HH_05826,6,8,2
HH_05827,8,7,2
HH_05828,7,7,2
HH_05829,9,9,1
HH_05830,7,5,0
HH_05831,15,9,1
HH_05832,12,6,1
HH_05833,6,2,2
HH_05834,11,5,2
HH_05835,12,7,1
HH_05836,11,6,2
HH_05837,15,2,0
HH_05838,15,4,2
HH_05839,10,9,1
HH_05840,9,3,0
HH_05841,10,1,1
HH_05842,5,3,2
HH_05843,10,3,0
HH_05844,13,3,0
HH_05845,16,5,0
HH_05846,16,9,0
HH_05847,7,4,0
HH_05848,14,3,1
HH_05849,16,5,0
HH_05850,10,12,0
HH_05851,11,3,3
HH_05852,12,3,1
HH_05853,22,5,2
HH_05854,7,6,0
HH_05855,17,5,2
HH_05856,12,4,1
HH_05857,8,1,1
HH_05858,12,1,2
HH_05859,12,8,0
HH_05860,13,4,1
HH_05861,21,8,2
HH_05862,7,3,2
HH_05863,13,7,0
HH_05864,10,5,1
HH_05865,13,4,2
HH_05866,13,6,3
HH_05867,9,7,1
HH_05868,8,2,1
HH_05869,12,10,0
HH_05870,17,7,4
HH_05871,14,4,0
HH_05872,4,7,1
HH_05873,9,4,0
HH_05874,6,6,2
HH_05875,8,4,0
HH_05876,10,1,1
HH_05877,12,4,1
HH_05878,15,6,1
HH_05879,9,6,0
HH_05880,14,3,1
HH_05881,8,5,0
HH_05882,9,4,0
HH_05883,14,2,2
HH_05884,11,4,0
HH_05885,12,7,2
HH_05886,14,9,1
HH_05887,13,4,0
HH_05888,9,2,0
HH_05889,13,4,1
HH_05890,10,4,2
HH_05891,14,5,1
HH_05892,9,1,1
HH_05893,10,9,1
HH_05894,9,4,1
HH_05895,13,5,0
HH_05896,12,1,1
HH_05897,20,5,0
HH_05898,11,5,2
HH_05899,10,3,1
HH_05900,10,6,2
HH_05901,17,9,0
HH_05902,17,5,2
HH_05903,16,7,1
HH_05904,15,5,3
HH_05905,11,5,2
HH_05906,12,2,2
HH_05907,11,4,1
HH_05908,11,7,0
HH_05909,18,10,0
HH_05910,10,6,3
HH_05911,19,6,0
HH_05912,8,5,0
HH_05913,12,2,0
HH_05914,9,5,1
HH_05915,15,4,2
HH_05916,10,9,2
HH_05917,14,4,1
HH_05918,13,4,3
HH_05919,10,6,0
HH_05920,10,3,0
HH_05921,9,3,1
HH_05922,14,2,1
HH_05923,16,8,2
HH_05924,9,7,0
HH_05925,8,3,1
HH_05926,8,6,1
HH_05927,8,5,2
HH_05928,15,2,1
HH_05929,11,5,2
HH_05930,12,4,0
HH_05931,12,4,1
HH_05932,12,5,1
HH_05933,5,4,0
HH_05934,13,4,1
HH_05935,15,4,0
HH_05936,11,5,1
HH_05937,11,5,0
HH_05938,11,10,1
HH_05939,13,3,1
HH_05940,14,2,2
HH_05941,11,4,2
HH_05942,9,7,0
HH_05943,11,5,1
HH_05944,11,8,0
HH_05945,8,2,2
HH_05946,9,3,1
HH_05947,11,5,2
HH_05948,17,4,1
HH_05949,18,3,1
HH_05950,17,8,2
HH_05951,22,6,0
HH_05952,21,5,0
HH_05953,11,2,2
HH_05954,11,4,3
HH_05955,14,4,0
HH_05956,16,7,2
HH_05957,9,3,0
HH_05958,9,6,2
HH_05959,10,6,1
HH_05960,14,4,1
HH_05961,13,7,1
HH_05962,10,9,0
HH_05963,9,8,4
HH_05964,7,7,2
HH_05965,9,5,0
HH_05966,13,5,2
HH_05967,12,5,1
HH_05968,10,2,0
HH_05969,11,9,3
HH_05970,10,8,2
HH_05971,17,4,3
HH_05972,12,5,1
HH_05973,11,7,2
HH_05974,12,6,0
HH_05975,15,6,3
HH_05976,8,5,0
HH_05977,14,7,0
HH_05978,13,4,3
HH_05979,11,5,2
HH_05980,13,4,0
HH_05981,12,5,1
HH_05982,12,6,1
HH_05983,16,4,1
HH_05984,12,2,1
HH_05985,9,3,1
HH_05986,11,6,3
HH_05987,12,6,2
HH_05988,10,5,0
HH_05989,10,4,1
HH_05990,7,6,0
HH_05991,22,6,2
HH_05992,5,5,1
HH_05993,6,9,2
HH_05994,6,4,1
HH_05995,14,6,2
HH_05996,13,5,0
HH_05997,16,4,1
HH_05998,15,2,1
HH_05999,15,4,1
HH_06000,10,6,1
HH_06001,15,7,1
HH_06002,8,5,0
HH_06003,20,3,0
HH_06004,13,7,1
HH_06005,11,6,3
HH_06006,12,5,2
HH_06007,15,3,0
HH_06008,12,5,0
HH_06009,11,2,2
HH_06010,17,10,0
HH_06011,13,5,0
HH_06012,15,3,0
HH_06013,12,4,1
HH_06014,6,3,2
HH_06015,18,7,3
HH_06016,11,13,1
HH_06017,10,9,5
HH_06018,9,6,0
HH_06019,9,4,0
HH_06020,17,8,0
HH_06021,17,9,2
HH_06022,16,5,1
HH_06023,11,6,0
HH_06024,12,2,1
HH_06025,9,4,3
HH_06026,10,7,0
HH_06027,18,3,1
HH_06028,16,4,1
HH_06029,8,1,1
HH_06030,13,9,2
HH_06031,18,4,3
HH_06032,16,7,2
HH_06033,10,2,3
HH_06034,12,6,0
HH_06035,13,6,2
HH_06036,16,4,0
HH_06037,11,4,0
HH_06038,6,3,1
HH_06039,11,2,2
HH_06040,13,3,0
HH_06041,9,6,1
HH_06042,14,6,1
HH_06043,11,3,1
HH_06044,13,8,1
HH_06045,7,5,0
HH_06046,18,3,1
HH_06047,12,11,0
HH_06048,7,9,0
HH_06049,20,8,2
HH_06050,18,5,0
HH_06051,7,5,0
HH_06052,9,5,2
HH_06053,15,5,0
HH_06054,18,3,2
HH_06055,14,5,1
HH_06056,13,5,0
HH_06057,9,2,0
HH_06058,12,4,0
HH_06059,11,4,1
HH_06060,8,6,2
HH_06061,9,4,0
HH_06062,12,7,2
HH_06063,11,5,0
HH_06064,12,4,2
HH_06065,10,4,0
HH_06066,9,4,0
HH_06067,9,4,1
HH_06068,10,6,2
HH_06069,16,4,0
HH_06070,12,4,3
HH_06071,10,1,1
HH_06072,13,4,2
HH_06073,9,6,1
HH_06074,14,5,1
HH_06075,11,4,0
HH_06076,7,4,1
HH_06077,14,5,1
HH_06078,9,4,0
HH_06079,13,3,0
HH_06080,8,5,2
HH_06081,7,7,1
HH_06082,9,11,1
HH_06083,12,3,0
HH_06084,9,8,1
HH_06085,10,6,0
HH_06086,15,6,2
HH_06087,11,8,2
HH_06088,10,3,1
HH_06089,18,1,2
HH_06090,8,2,1
HH_06091,10,5,0
HH_06092,12,8,1
HH_06093,11,3,1
HH_06094,10,7,0
HH_06095,15,8,0
HH_06096,12,6,0
HH_06097,10,9,0
HH_06098,11,2,3
HH_06099,10,7,3
HH_06100,5,5,2
HH_06101,15,5,0
HH_06102,16,7,0
HH_06103,14,6,0
HH_06104,8,9,2
HH_06105,11,4,1
HH_06106,17,2,0
HH_06107,11,3,0
HH_06108,13,3,1
HH_06109,9,4,2
HH_06110,10,6,0
HH_06111,7,9,0
HH_06112,11,5,1
HH_06113,10,2,2
HH_06114,7,4,0
HH_06115,8,8,1
HH_06116,11,5,1
HH_06117,12,4,5
HH_06118,13,9,0
HH_06119,10,7,1
HH_06120,10,7,0
HH_06121,7,3,0
HH_06122,14,3,1
HH_06123,15,6,0
HH_06124,8,1,0
HH_06125,18,3,1
HH_06126,23,7,2
HH_06127,13,8,2
HH_06128,14,4,1
HH_06129,9,5,2
HH_06130,10,6,0
HH_06131,13,3,2
HH_06132,8,4,0
HH_06133,10,7,2
HH_06134,10,6,0
HH_06135,14,5,1
HH_06136,14,2,1
HH_06137,7,4,2
HH_06138,14,2,2
HH_06139,8,6,0
HH_06140,10,2,0
HH_06141,15,8,0
HH_06142,8,4,1
HH_06143,13,6,0
HH_06144,13,9,2
HH_06145,15,8,0
