"age;""job"";""marital"";""education"";""default"";""housing"";""loan"";""contact"";""month"";""day_of_week"";""duration"";""campaign"";""pdays"";""previous"";""poutcome"";""emp.var.rate"";""cons.price.idx"";""cons.conf.idx"";""euribor3m"";""nr.employed"";""y""",household_id,total_spend,avg_transaction_amount,transaction_count,login_frequency_monthly,mobile_app_sessions,customer_service_calls_30d,credit_score,debt_to_income_ratio,delinquency_flag_90d
"38;""technician"";""divorced"";""professional.course"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";212;8;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11706,447.8537229272217,447.8537229272217,1,13,7,1,586,0.4039836783091214,0
"35;""admin."";""married"";""high.school"";""no"";""no"";""yes"";""telephone"";""jun"";""fri"";78;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11707,858.6178431760552,858.6178431760552,1,9,10,1,702,0.5894249832209186,0
"55;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";585;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""yes""",HH_11708,70.5584273528093,70.5584273528093,1,19,4,0,612,0.5727901560151728,0
"31;""entrepreneur"";""single"";""basic.6y"";""unknown"";""yes"";""yes"";""telephone"";""jun"";""fri"";8;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11709,137.07380492605068,137.07380492605068,1,10,5,2,599,0.2276244142807652,0
"56;""self-employed"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";129;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11710,290.97036209552,290.97036209552,1,10,8,0,778,0.274942678768248,0
"32;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";65;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11711,18.74302711453582,18.74302711453582,1,16,2,2,613,0.1569008097495506,0
"34;""services"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";9;14;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11712,175.4668263194065,175.4668263194065,1,11,3,0,703,0.4606925157432432,0
"44;""admin."";""divorced"";""high.school"";""no"";""yes"";""yes"";""telephone"";""jun"";""fri"";100;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11713,78.85121471854858,78.85121471854858,1,14,8,1,666,0.305083041066624,0
"45;""self-employed"";""divorced"";""professional.course"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";12;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11714,34.62838734560487,34.62838734560487,1,9,1,1,622,0.5265681699444149,0
"29;""blue-collar"";""single"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";86;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11715,77.31383277162026,77.31383277162026,1,10,4,1,602,0.5305647310169855,0
"31;""technician"";""married"";""professional.course"";""no"";""no"";""yes"";""telephone"";""jun"";""fri"";809;6;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""yes""",HH_11716,11.85003431832688,11.85003431832688,1,8,6,1,795,0.1837006846297112,0
"38;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";693;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""yes""",HH_11717,178.3168961359378,178.3168961359378,1,14,1,0,796,0.2562441816249826,1
"44;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";8;10;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11718,43.70185003358658,43.70185003358658,1,9,3,1,595,0.4416574850152164,0
"39;""housemaid"";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";258;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11719,55.96543889536677,55.96543889536677,1,15,4,2,661,0.2999152442752703,0
"32;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";16;6;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11720,19.359431256201017,19.359431256201017,1,10,6,0,679,0.1491265191531166,0
"57;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";27;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11721,299.993790136557,299.993790136557,1,13,7,3,669,0.369586691337243,0
"30;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";12;14;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11722,102.01814250846228,102.01814250846228,1,11,3,0,770,0.4960308445240734,0
"43;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";11;15;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11723,127.34629720433912,127.34629720433912,1,9,4,2,719,0.4043149131992722,0
"40;""services"";""divorced"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";155;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11724,126.3977397331627,126.3977397331627,1,25,4,2,749,0.3392616370733408,0
"33;""admin."";""married"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";81;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11725,79.27033183583472,79.27033183583472,1,17,8,2,817,0.2782201090545961,0
"31;""entrepreneur"";""single"";""university.degree"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";22;12;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11726,32.077390733069684,32.077390733069684,1,12,4,3,752,0.4164906433807208,0
"50;""admin."";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";116;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11727,205.0518677580619,205.0518677580619,1,17,5,1,589,0.5634327935147516,0
"25;""blue-collar"";""single"";""high.school"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";136;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11728,20.38262637016369,20.38262637016369,1,11,4,0,793,0.1956685497156534,0
"40;""blue-collar"";""single"";""unknown"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";8;7;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11729,16.451102529462815,16.451102529462815,1,9,7,1,810,0.1222232667053034,0
"44;""self-employed"";""single"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";10;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11730,185.7561916126916,185.7561916126916,1,15,2,1,650,0.3319795740048549,0
"48;""unemployed"";""married"";""high.school"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";157;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11731,35.13769350392231,35.13769350392231,1,10,5,2,687,0.3248877483312892,0
"30;""blue-collar"";""single"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";10;8;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11732,54.95961201307562,54.95961201307562,1,11,3,1,740,0.2666450856907277,0
"60;""self-employed"";""single"";""basic.9y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";11;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11733,96.71855711381896,96.71855711381896,1,6,5,1,662,0.3998625019670474,0
"43;""services"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";16;7;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11734,89.49874074026505,89.49874074026505,1,11,6,2,757,0.1573209131892876,0
"57;""blue-collar"";""divorced"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";84;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11735,184.9480126627032,184.9480126627032,1,11,4,0,693,0.2670898018677308,0
"48;""blue-collar"";""married"";""basic.6y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";10;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11736,146.49841329549096,146.49841329549096,1,12,4,1,728,0.316046556907348,0
"35;""admin."";""married"";""basic.9y"";""no"";""no"";""yes"";""telephone"";""jun"";""fri"";556;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""yes""",HH_11737,155.09069747510995,155.09069747510995,1,9,3,0,780,0.5977222088485331,0
"51;""technician"";""married"";""unknown"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";17;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11738,187.79301803027047,187.79301803027047,1,11,4,1,681,0.4935704058778962,0
"48;""entrepreneur"";""married"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";804;12;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11739,51.92654913101165,51.92654913101165,1,15,6,1,601,0.2879459192280815,1
"36;""admin."";""married"";""university.degree"";""no"";""unknown"";""unknown"";""telephone"";""jun"";""fri"";71;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11740,58.36495833703479,58.36495833703479,1,13,3,1,621,0.5477411876678231,1
"42;""housemaid"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";38;8;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11741,86.4374132689786,86.4374132689786,1,11,4,1,683,0.2702033508651134,0
"33;""technician"";""single"";""professional.course"";""no"";""no"";""yes"";""telephone"";""jun"";""fri"";241;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11742,55.10886279512491,55.10886279512491,1,17,3,3,629,0.1741393076531661,0
"50;""management"";""married"";""high.school"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";28;8;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11743,629.3357346033343,629.3357346033343,1,8,3,2,734,0.3789618752734255,0
"55;""unknown"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";27;7;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11744,252.34317278311485,252.34317278311485,1,13,2,0,651,0.4532258192760952,0
"40;""services"";""married"";""basic.6y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";11;11;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11745,26.98651389292604,26.98651389292604,1,18,4,2,726,0.5646886319507667,0
"56;""retired"";""divorced"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";10;15;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11746,0.8414792660114551,0.8414792660114551,1,10,6,1,784,0.4878409444852497,0
"37;""technician"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";23;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11747,6.558816481286352,6.558816481286352,1,6,4,0,591,0.1148123807545615,0
"36;""blue-collar"";""single"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";43;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11748,41.969675441381824,41.969675441381824,1,9,3,3,589,0.2420328014253669,0
"36;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";14;9;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11749,18.20507212275293,18.20507212275293,1,13,4,2,699,0.3086057298474668,0
"41;""technician"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";8;12;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11750,114.32254474466372,114.32254474466372,1,8,7,0,634,0.4044694923836609,0
"42;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";372;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11751,292.7841868772552,292.7841868772552,1,10,12,0,590,0.3082978266884899,0
"42;""entrepreneur"";""married"";""professional.course"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";291;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""yes""",HH_11752,200.19779507174349,200.19779507174349,1,12,2,1,720,0.273441956997283,0
"49;""management"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";9;13;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11753,36.42716083282964,36.42716083282964,1,18,1,0,801,0.5132127392222751,1
"42;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";29;27;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11754,76.44875979220433,76.44875979220433,1,19,7,0,724,0.32619689477822,0
"53;""technician"";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";73;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11755,106.35923464885497,106.35923464885497,1,8,4,1,734,0.5175861705326835,0
"41;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";8;31;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11756,249.2722818873396,249.2722818873396,1,15,4,1,705,0.481185196659364,0
"42;""admin."";""divorced"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";14;6;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11757,274.06597472633587,274.06597472633587,1,9,5,1,746,0.3351844952964796,0
"33;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";78;7;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11758,360.7230943200257,360.7230943200257,1,9,6,1,636,0.1513962743718363,0
"40;""admin."";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";590;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11759,106.771615175167,106.771615175167,1,16,2,2,631,0.4281530750636168,0
"31;""management"";""single"";""university.degree"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";100;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11760,177.76026667810697,177.76026667810697,1,14,4,1,747,0.4073142045216181,0
"30;""admin."";""divorced"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";13;10;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11761,17.783813112948366,17.783813112948366,1,5,4,0,716,0.3280006211028943,0
"31;""entrepreneur"";""married"";""professional.course"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";40;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11762,124.96106165679436,124.96106165679436,1,11,9,2,803,0.4340134372990045,0
"44;""admin."";""single"";""university.degree"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";18;6;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11763,42.89090067866424,42.89090067866424,1,13,5,0,662,0.1598848863569341,0
"44;""management"";""married"";""university.degree"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";16;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11764,84.7703313880959,84.7703313880959,1,4,5,1,706,0.3145984414008981,0
"56;""technician"";""married"";""unknown"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";196;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11765,150.78899339126903,150.78899339126903,1,5,3,0,787,0.192305828631373,0
"57;""retired"";""single"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";74;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11766,44.556046240635965,44.556046240635965,1,10,5,2,773,0.5217913398176046,0
"34;""services"";""divorced"";""basic.9y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";34;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11767,8.039400664376315,8.039400664376315,1,7,4,0,594,0.4742738504669577,0
"36;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";27;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11768,1.5429873528318938,1.5429873528318938,1,11,4,1,633,0.2826210603832692,0
"56;""self-employed"";""married"";""professional.course"";""no"";""no"";""yes"";""telephone"";""jun"";""fri"";13;40;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11769,3.361311979827572,3.361311979827572,1,8,2,2,815,0.4112309693090257,0
"27;""management"";""single"";""high.school"";""no"";""yes"";""yes"";""telephone"";""jun"";""fri"";23;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11770,1.2577187757044406,1.2577187757044406,1,12,8,1,806,0.2414229454760687,0
"44;""retired"";""single"";""basic.4y"";""no"";""yes"";""yes"";""telephone"";""jun"";""fri"";160;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11771,17.539925370950105,17.539925370950105,1,15,3,0,581,0.3076098145215907,0
"46;""admin."";""divorced"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";14;12;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11772,41.064649185882736,41.064649185882736,1,10,3,0,639,0.4363054116077125,0
"25;""admin."";""single"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";20;7;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11773,37.50429459754972,37.50429459754972,1,13,5,2,691,0.2833925546111061,0
"59;""entrepreneur"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";9;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11774,649.0920698993849,649.0920698993849,1,18,6,0,762,0.1061126539001875,0
"25;""unemployed"";""single"";""high.school"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";287;9;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11775,54.79381734676045,54.79381734676045,1,10,5,1,775,0.3197294220524901,0
"37;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";26;6;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11776,20.44527544735097,20.44527544735097,1,17,4,1,791,0.2053962020952501,0
"31;""entrepreneur"";""single"";""basic.6y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";12;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11777,118.30424786460252,118.30424786460252,1,14,4,0,795,0.3604338934679854,0
"59;""retired"";""divorced"";""basic.4y"";""unknown"";""no"";""yes"";""telephone"";""jun"";""fri"";13;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11778,292.7442984567376,292.7442984567376,1,13,9,1,656,0.4507673141089253,0
"39;""services"";""single"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";48;10;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11779,170.0086884856318,170.0086884856318,1,10,5,1,620,0.4785156994968608,0
"32;""services"";""single"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";13;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11780,52.66403002626586,52.66403002626586,1,13,6,0,748,0.2849864090745665,0
"55;""unemployed"";""divorced"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";9;6;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11781,123.69906072988222,123.69906072988222,1,14,3,1,733,0.2907247757740971,0
"25;""services"";""single"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";13;14;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11782,188.2141309018321,188.2141309018321,1,17,4,2,807,0.4705338622422683,0
"42;""services"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";55;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11783,195.350617441859,195.350617441859,1,13,8,1,681,0.3997911659841866,0
"40;""admin."";""single"";""high.school"";""no"";""yes"";""yes"";""telephone"";""jun"";""fri"";10;13;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11784,164.73415927708675,164.73415927708675,1,10,9,0,617,0.2296534717133089,0
"52;""retired"";""married"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";41;7;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11785,306.9711567010204,306.9711567010204,1,11,10,0,624,0.2329799171267908,0
"59;""services"";""married"";""high.school"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";13;7;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11786,306.15485636602943,306.15485636602943,1,15,2,0,802,0.3658405768127024,0
"50;""entrepreneur"";""married"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";7;12;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11787,129.74576496116134,129.74576496116134,1,11,2,2,804,0.4720713526563248,0
"33;""admin."";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";92;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11788,84.28004488211458,84.28004488211458,1,8,4,2,808,0.475165695010898,0
"58;""blue-collar"";""unknown"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";180;6;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11789,153.90340809570606,153.90340809570606,1,14,6,2,798,0.2725787182153761,0
"56;""retired"";""married"";""high.school"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";1094;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""yes""",HH_11790,255.73711703351236,255.73711703351236,1,15,5,1,670,0.1839359359576942,0
"50;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""yes"";""telephone"";""jun"";""fri"";160;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11791,0.850220764496735,0.850220764496735,1,18,4,3,751,0.224112643292343,0
"31;""management"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";101;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11792,724.1909901047757,724.1909901047757,1,9,3,1,712,0.2980515984073546,0
"36;""admin."";""married"";""basic.9y"";""no"";""no"";""yes"";""telephone"";""jun"";""fri"";75;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11793,30.29792564179896,30.29792564179896,1,10,7,1,813,0.3036913159687311,0
"40;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";17;21;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11794,95.30222506249127,95.30222506249127,1,12,6,0,660,0.170862647388808,0
"22;""technician"";""single"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";184;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11795,308.39360182635664,308.39360182635664,1,8,5,3,676,0.5725371340087254,0
"27;""unemployed"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";23;13;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11796,38.24165681796869,38.24165681796869,1,10,6,2,684,0.2952378499532049,0
"30;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""yes"";""telephone"";""jun"";""fri"";78;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11797,97.16735253750716,97.16735253750716,1,12,4,1,615,0.3348987783607468,0
"51;""management"";""married"";""university.degree"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";13;10;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11798,21.335175576873823,21.335175576873823,1,15,3,1,813,0.2150013937626424,1
"39;""management"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";601;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11799,75.39794798644162,75.39794798644162,1,8,4,0,791,0.4105338440642165,0
"30;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";83;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11800,29.24455177150421,29.24455177150421,1,14,3,1,750,0.1809135322415291,0
"58;""retired"";""divorced"";""professional.course"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";169;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11801,67.79573792840485,67.79573792840485,1,10,9,1,797,0.2796559159613345,0
"53;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";13;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11802,70.13240853359346,70.13240853359346,1,7,1,2,656,0.4330783810923269,1
"23;""blue-collar"";""single"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";31;10;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11803,747.9819329177765,747.9819329177765,1,14,6,0,767,0.1319237260228698,0
"45;""management"";""single"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";294;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11804,789.2408149639965,789.2408149639965,1,13,5,1,630,0.4075989384022868,0
"48;""admin."";""divorced"";""high.school"";""no"";""no"";""yes"";""telephone"";""jun"";""fri"";36;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11805,18.28892551351526,18.28892551351526,1,18,5,0,703,0.1160301978741903,0
"29;""blue-collar"";""married"";""unknown"";""unknown"";""no"";""yes"";""telephone"";""jun"";""fri"";55;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11806,194.17698525421065,194.17698525421065,1,20,0,2,812,0.5773897623281282,0
"37;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";15;7;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no""",HH_11807,7.969849710011816,7.969849710011816,1,11,7,1,738,0.5277037219931375,0
